income,credit_score,debt_to_income,years_employed,age,education_level,num_credit_accounts,neighborhood_code,loan_amount_requested,has_cosigner,approved
22509.87,578,0.056,0.7,43,1,7,1,74714.71,0,0
39574.59,608,0.161,0.2,33,2,5,10,71696.2,0,1
103816.47,573,0.111,9.1,58,2,5,9,84333.77,1,1
74990.06,787,0.333,0.4,27,0,7,1,87071.84,0,0
41178.6,804,0.204,0.6,31,0,10,2,49300.11,1,0
41166.13,706,0.303,1.4,31,0,6,6,86985.26,0,0
41738.63,778,0.121,2.9,67,0,1,3,67077.73,0,1
138465.16,691,0.172,7.8,56,1,5,9,70175.79,0,1
59335.78,672,0.125,1.4,25,0,6,9,21457.48,0,1
60780.29,653,0.58,3.9,23,1,5,3,28284.45,0,1
82054.73,655,0.152,0.5,62,2,2,7,70328.14,0,0
55237.35,556,0.164,3.1,60,2,5,2,30235.2,0,0
43065.56,701,0.491,1.0,53,0,6,2,51553.8,0,1
44436.88,677,0.319,1.2,28,0,7,7,51546.7,0,0
47296.87,740,0.339,2.3,43,0,3,3,27233.49,0,0
48116.91,687,0.174,7.2,49,2,5,8,58816.94,1,1
70531.51,667,0.337,6.8,66,1,5,3,58556.83,0,0
50310.69,610,0.199,2.7,27,3,3,6,17256.52,0,1
70708.43,686,0.332,0.6,45,2,3,9,41205.91,0,0
47081.8,739,0.402,1.6,26,2,1,3,39753.5,1,0
50986.57,589,0.237,3.5,41,0,4,9,58398.42,0,1
20000.0,687,0.533,10.2,28,1,5,9,76186.47,0,0
77510.12,699,0.368,17.3,61,3,8,10,6732.14,1,1
58293.4,623,0.248,5.1,31,0,4,1,17593.32,0,0
80741.26,633,0.667,2.2,40,1,7,10,33689.52,0,0
20000.0,698,0.076,5.9,39,1,3,9,81989.26,0,1
139272.45,589,0.16,2.0,63,1,6,3,50649.19,0,0
45716.07,708,0.357,4.9,57,2,4,5,53534.23,0,0
85313.79,608,0.303,1.4,21,1,7,7,43874.79,0,1
29145.24,765,0.026,1.6,21,2,2,2,44438.75,0,1
66595.14,850,0.245,0.4,47,1,6,2,97867.91,1,0
28949.04,611,0.379,2.7,40,1,6,9,90370.88,0,0
35886.47,723,0.267,4.8,32,2,4,1,73957.4,0,0
127645.95,622,0.494,7.8,59,3,7,8,35787.91,0,1
44562.98,763,0.182,8.3,25,3,8,3,53800.27,0,1
54650.65,579,0.554,24.4,69,2,4,8,70494.22,0,1
75737.89,718,0.221,0.5,19,1,9,8,42484.65,1,1
62808.2,610,0.402,3.4,24,0,3,3,54824.93,0,0
52849.81,663,0.183,3.7,34,0,6,1,18842.53,0,0
58834.31,598,0.69,8.2,44,0,4,9,13889.78,0,1
163032.98,746,0.193,1.5,29,1,1,7,20894.43,0,0
47628.69,613,0.48,0.4,56,0,6,8,76787.43,0,0
54206.14,724,0.265,1.9,37,0,6,4,23046.39,0,0
82894.77,652,0.644,20.7,20,0,4,6,92848.56,0,1
85200.53,671,0.143,11.5,64,1,8,6,40012.14,0,1
88744.36,692,0.384,2.5,67,0,4,7,21058.12,0,1
67465.06,619,0.63,10.4,50,2,7,7,83398.19,0,0
27680.89,697,0.286,0.2,60,1,7,7,48381.45,0,1
110936.78,802,0.31,1.9,24,1,4,2,41903.68,1,1
27634.69,618,0.232,6.5,32,2,7,5,36298.05,0,1
57029.15,774,0.036,1.3,35,0,2,6,36398.68,1,0
33619.52,800,0.083,1.1,68,3,9,3,68026.9,0,0
47473.68,615,0.426,9.9,45,1,5,9,56361.57,1,1
57779.03,564,0.213,4.8,18,0,9,3,49425.95,0,0
57565.49,704,0.157,22.6,38,1,10,8,47468.94,0,1
60533.99,636,0.833,0.7,18,2,4,3,18490.1,0,0
109848.3,829,0.107,2.2,30,1,9,3,83648.33,0,0
61498.44,683,0.203,1.9,42,0,5,6,93050.54,1,0
43387.28,616,0.023,10.6,35,3,3,6,81209.6,0,1
79383.32,588,0.105,1.5,20,2,3,6,47870.37,0,1
88852.7,767,0.4,2.2,24,2,6,8,97358.39,0,1
26534.37,634,0.249,0.8,47,2,3,9,63771.22,0,1
66085.2,684,0.38,7.5,54,2,7,8,78537.87,0,1
69604.63,756,0.524,1.4,39,0,3,1,75416.22,0,0
42244.03,641,0.2,0.4,56,1,6,7,72242.27,1,1
97523.96,676,0.098,2.9,26,2,2,9,65988.71,0,1
45477.46,679,0.277,2.5,24,0,5,8,25103.15,0,1
52197.41,735,0.32,1.0,62,0,5,8,32973.1,0,0
44957.1,727,0.341,0.7,36,0,4,8,89238.16,1,0
49404.14,662,0.717,11.3,40,0,8,7,22096.16,0,1
28335.27,685,0.684,0.4,67,0,7,5,19436.36,0,0
23860.38,650,0.281,0.5,40,2,4,10,31995.27,0,0
108798.47,562,0.206,1.4,18,2,4,2,39436.84,0,0
32097.05,701,0.149,15.3,67,0,3,10,57547.31,0,0
29860.86,831,0.477,0.4,19,2,4,1,62526.12,0,1
20000.0,609,0.156,8.5,52,1,3,7,80113.87,1,0
35614.89,618,0.418,11.1,35,0,2,5,11973.64,1,1
25297.35,610,0.34,2.4,42,0,5,2,24782.24,0,0
111413.92,738,0.187,1.7,46,0,8,9,52990.38,0,1
81219.33,716,0.301,5.7,39,2,7,3,28827.2,0,1
34749.65,667,0.25,6.1,58,1,7,7,87981.09,1,0
151178.71,607,0.188,7.6,66,0,4,4,65815.96,0,1
80088.11,687,0.156,8.9,22,0,3,9,51572.21,0,1
41671.98,555,0.381,1.6,60,3,4,9,5042.14,0,1
20000.0,691,0.203,5.8,25,2,5,1,86571.58,0,0
154117.61,750,0.188,0.7,22,1,2,8,48781.74,1,0
24470.26,580,0.192,3.6,68,3,7,1,55483.88,0,0
21532.11,557,0.28,4.7,43,0,2,3,71335.79,0,0
81738.89,806,0.491,0.9,26,1,6,2,94058.26,1,0
166022.1,631,0.186,0.4,48,1,9,1,20029.95,0,0
97942.55,771,0.27,1.1,32,1,6,5,11762.5,0,1
64987.78,668,0.514,2.7,42,2,9,4,16581.35,0,0
65997.83,667,0.232,10.9,50,2,2,7,75368.8,0,1
75109.91,715,0.151,3.8,63,0,4,5,17281.39,0,0
71643.97,609,0.243,6.9,18,0,4,7,52593.2,0,1
56420.94,691,0.366,1.0,29,1,5,8,72117.02,0,0
51642.52,649,0.181,0.6,23,2,4,5,72712.37,0,1
47510.38,574,0.261,1.4,23,0,6,8,43603.5,0,1
33624.75,707,0.433,1.9,67,1,5,9,71368.37,0,0
42602.25,659,0.347,4.0,67,2,3,1,95251.06,1,0
21026.14,667,0.039,10.7,57,0,6,10,7657.99,0,0
46668.76,583,0.445,2.8,51,2,5,1,68781.11,0,0
29902.71,807,0.151,3.7,62,0,5,7,54648.72,1,0
28231.83,750,0.162,0.0,21,1,5,8,25195.91,0,0
53634.46,757,0.294,0.2,24,2,3,7,34232.66,0,1
98321.81,656,0.366,0.4,34,1,8,2,84529.3,0,0
77587.24,542,0.667,6.0,61,0,8,1,60755.32,0,1
22353.76,836,0.123,3.3,43,3,4,10,6380.38,0,0
29887.21,675,0.33,1.1,44,0,2,9,96709.33,0,0
78463.25,620,0.404,4.5,30,1,6,4,68287.5,1,0
29994.11,713,0.232,3.9,52,1,7,9,47051.06,0,0
43812.89,773,0.554,0.5,64,1,9,9,72671.67,0,1
64539.07,678,0.651,5.1,35,1,7,2,24434.06,0,0
30206.96,782,0.337,7.3,50,1,5,6,29744.4,0,1
51672.85,767,0.089,1.7,35,0,7,7,19452.0,1,0
25159.41,594,0.086,5.8,59,1,4,2,42721.94,1,1
36290.68,626,0.31,1.1,43,0,8,2,90946.53,0,0
57520.17,757,0.35,7.1,36,0,6,9,41916.09,0,1
22103.76,463,0.509,12.1,40,1,2,9,32368.14,0,1
61098.18,668,0.29,2.9,23,1,5,5,71838.56,0,0
48541.83,566,0.244,1.4,63,0,4,1,87612.53,0,0
64617.79,642,0.314,2.5,68,1,4,2,28202.06,0,0
54828.04,656,0.277,1.4,43,1,5,2,81752.56,0,0
96961.59,651,0.2,0.0,30,1,6,1,33956.46,0,0
52188.23,636,0.621,5.3,53,1,4,1,28495.04,0,0
39549.06,592,0.313,0.2,42,3,6,2,49930.9,0,0
52111.91,850,0.091,1.2,31,1,4,3,11339.43,0,0
64321.49,829,0.272,6.4,20,2,4,9,86912.46,0,1
50233.13,587,0.452,5.5,64,0,8,9,88062.37,1,1
50025.88,807,0.344,0.4,59,2,4,9,69350.79,0,0
34509.99,648,0.175,5.4,61,1,4,2,33774.11,0,0
35191.14,690,0.621,13.3,41,1,5,9,20837.33,0,1
24311.32,675,0.401,0.4,57,2,4,3,71386.46,0,0
117569.9,627,0.128,2.7,48,0,4,8,14793.43,0,1
26319.58,759,0.094,6.5,37,1,5,1,44055.29,1,0
34667.14,690,0.178,5.5,62,0,3,7,13436.85,1,1
34227.9,642,0.035,1.3,70,2,10,2,45513.39,0,0
76685.06,576,0.574,0.9,65,2,5,7,17776.95,0,1
42299.27,609,0.254,7.7,58,1,7,3,8057.5,0,1
91479.58,549,0.101,15.6,57,1,3,3,47724.77,0,1
35005.3,681,0.271,7.3,52,1,4,1,58930.92,1,1
56358.99,584,0.089,16.5,62,0,2,7,46737.41,1,0
32283.98,659,0.453,4.6,44,0,10,1,21734.03,1,0
143282.65,790,0.378,13.2,27,1,6,7,12355.98,0,1
27070.53,776,0.391,5.9,58,1,6,5,17004.86,0,1
57234.4,677,0.29,12.0,66,1,5,4,74075.83,1,1
67298.18,673,0.346,0.9,36,0,5,9,6508.23,0,1
60288.67,830,0.226,8.5,59,1,9,8,87015.05,0,1
44683.35,722,0.412,1.1,32,3,6,8,84808.47,0,1
45939.92,654,0.404,0.1,67,0,2,3,88644.54,0,0
50106.49,566,0.297,3.6,54,1,2,9,88480.81,0,0
45546.95,712,0.522,1.9,48,1,5,6,68413.96,0,1
79375.07,746,0.452,0.2,59,3,6,6,85505.94,0,0
148043.51,629,0.119,19.6,60,1,7,6,74381.37,0,1
37095.62,703,0.123,5.5,64,1,5,7,33511.48,1,1
24713.34,651,0.093,11.6,65,2,6,7,76737.09,0,1
46904.03,665,0.16,30.0,21,0,10,10,63479.76,0,1
178056.23,481,0.344,2.5,24,1,6,5,7611.54,0,0
32799.31,662,0.692,1.5,61,1,5,8,79704.16,0,0
111252.58,758,0.288,1.0,67,1,4,9,87729.33,0,1
113419.7,629,0.314,3.6,34,0,3,10,54159.9,0,1
37168.09,684,0.381,4.7,18,0,4,5,51267.54,0,0
65152.86,620,0.351,3.2,35,0,1,1,45590.68,0,0
110657.85,709,0.171,2.4,38,2,7,6,73289.31,1,0
40555.88,663,0.208,0.9,58,3,5,10,25468.1,0,0
44276.52,605,0.367,2.9,20,0,6,7,78523.77,0,1
36649.66,787,0.215,0.4,29,0,2,5,32772.61,0,1
29514.05,754,0.224,10.0,64,3,3,1,29842.24,0,1
35431.67,632,0.215,0.2,26,1,4,7,81872.05,0,1
26583.07,720,0.397,2.4,57,2,4,7,21565.69,0,0
49863.36,723,0.138,0.5,37,0,3,4,86939.31,0,0
33356.68,731,0.204,7.5,52,2,4,2,97897.24,0,0
55099.34,544,0.643,1.9,22,2,3,3,35388.0,0,0
22517.59,761,0.404,0.6,33,0,3,10,93148.0,1,1
57840.25,634,0.141,3.8,40,0,3,2,58809.4,0,0
74366.77,651,0.32,12.4,63,0,7,2,29637.17,1,0
20000.0,850,0.151,12.0,47,0,8,7,48000.2,1,1
59102.49,704,0.67,1.4,20,3,7,8,81005.18,0,1
90566.03,649,0.123,6.4,60,1,4,3,68330.54,0,1
26773.81,504,0.136,0.2,21,2,4,7,52004.33,1,1
113129.24,791,0.377,0.7,67,2,6,7,29445.07,0,1
60446.23,572,0.18,3.5,29,1,7,9,73950.46,0,0
34457.92,600,0.512,1.3,43,1,4,8,34765.2,0,0
47672.76,653,0.332,8.0,22,0,3,8,36440.14,0,1
64806.65,793,0.498,13.4,47,1,6,7,75953.81,0,1
50919.57,742,0.122,0.0,44,3,1,2,58051.14,0,1
64175.58,667,0.115,1.3,39,0,6,9,22654.19,0,0
30935.61,705,0.3,2.9,20,1,10,1,70275.62,0,0
53352.73,632,0.406,4.1,64,2,2,6,29514.98,1,1
24176.65,691,0.061,12.4,60,1,7,3,77246.71,0,1
46369.03,686,0.399,11.1,51,1,9,6,50478.1,0,0
31196.03,758,0.352,5.1,48,2,8,8,61523.6,1,1
33936.11,757,0.376,1.5,54,0,4,8,62092.79,0,0
90948.31,720,0.179,7.6,25,2,6,8,18947.0,0,1
84597.08,651,0.521,1.1,66,2,5,10,66795.17,0,0
66474.19,739,0.083,16.8,33,0,4,8,87377.1,0,1
28391.46,673,0.322,0.0,52,1,6,9,89664.19,1,0
41847.85,593,0.396,4.2,50,1,6,8,70412.48,1,0
89908.6,648,0.13,0.5,51,0,5,7,97052.73,0,0
52620.36,687,0.058,2.6,64,1,10,3,61836.24,0,1
156320.67,753,0.582,5.0,33,1,4,8,29212.95,0,0
59674.43,665,0.426,5.8,57,3,9,1,67716.42,0,0
53961.42,583,0.4,7.7,49,1,5,3,91371.73,0,0
42000.71,685,0.25,4.5,22,2,5,9,39090.94,1,0
52405.69,689,0.31,1.4,40,0,7,8,30160.65,0,1
45422.6,695,0.281,11.0,62,0,6,5,96817.91,1,1
69846.44,754,0.436,8.3,34,3,5,7,77822.18,0,1
79090.75,762,0.276,0.9,43,2,3,9,9728.93,0,0
33090.62,632,0.133,8.8,43,0,9,5,58312.37,0,1
25194.56,631,0.126,18.0,50,1,6,6,27270.94,0,1
20000.0,597,0.512,5.1,64,1,1,2,32247.56,0,0
63195.96,736,0.082,1.7,27,1,5,5,13320.74,0,1
28234.97,796,0.391,4.7,44,2,3,2,26944.59,1,0
20000.0,655,0.185,2.1,40,2,5,3,52996.56,0,0
59533.19,661,0.039,5.6,33,0,3,4,12463.53,1,0
170501.57,797,0.398,3.9,66,1,3,1,89520.91,1,1
48872.23,720,0.359,13.3,18,0,3,8,78663.28,0,0
74551.5,715,0.257,4.8,24,2,3,6,41231.23,0,0
51068.07,585,0.188,1.2,56,1,4,3,17371.62,0,0
46655.92,734,0.568,6.5,32,3,1,1,99427.44,0,0
77616.73,606,0.285,1.8,56,2,0,6,58514.13,0,1
42398.27,589,0.224,1.6,61,0,2,2,45182.65,0,0
56033.0,652,0.112,2.5,31,2,4,6,23870.73,0,1
57575.3,633,0.119,0.1,28,1,6,7,24305.58,0,0
35099.94,662,0.402,17.4,26,0,4,3,80639.87,0,0
80500.7,565,0.221,3.8,28,1,6,7,54388.71,1,0
44914.69,757,0.011,7.4,32,3,2,2,98480.19,0,1
33594.83,770,0.17,1.5,63,1,3,7,95544.28,0,0
64103.54,524,0.451,6.9,58,2,5,4,24648.64,1,1
31281.0,758,0.373,4.2,18,1,4,5,99940.66,0,0
49716.42,615,0.191,2.8,63,1,4,2,98726.51,0,0
48797.8,749,0.653,17.6,22,2,7,10,80931.56,0,1
84368.36,675,0.107,3.4,52,2,4,7,42136.44,0,1
62152.67,682,0.091,5.4,26,0,6,3,26293.76,0,0
48411.2,665,0.082,0.1,21,0,2,9,14800.08,0,1
73782.96,777,0.154,1.8,58,1,9,1,9937.55,1,0
98233.62,581,0.376,11.0,42,1,3,9,82976.23,0,1
64789.91,729,0.185,7.1,49,2,6,2,94828.35,0,0
49275.21,768,0.24,3.8,40,0,6,3,78392.95,1,0
25440.1,737,0.057,11.5,21,2,4,8,77108.69,0,0
28780.21,850,0.511,3.3,56,1,6,1,44442.03,0,1
42082.52,638,0.458,4.2,61,0,6,9,65912.19,1,0
36143.19,757,0.227,2.4,20,1,7,8,68765.48,1,1
44645.75,672,0.226,4.8,38,0,8,6,29441.51,0,0
50429.17,779,0.268,1.9,47,0,2,9,75174.55,0,1
63885.42,679,0.308,2.4,49,2,5,5,18881.11,1,0
47322.95,649,0.288,17.0,48,1,4,8,32878.34,0,1
62520.57,784,0.307,0.6,54,1,5,7,61022.3,1,0
50626.84,641,0.237,0.6,68,1,7,1,56259.55,0,0
20000.0,567,0.12,0.2,38,0,3,1,71935.24,0,0
30648.29,639,0.31,1.9,47,1,8,2,60376.81,0,0
45613.37,730,0.202,2.5,54,2,7,8,9706.63,0,0
26773.09,791,0.278,0.5,49,0,3,8,97881.78,0,0
66168.8,689,0.081,4.0,38,1,2,6,77531.45,0,0
105384.98,785,0.211,4.4,50,0,9,2,88640.96,0,0
90163.59,571,0.154,7.0,52,0,6,6,81373.18,0,1
44058.72,645,0.375,18.6,48,1,2,5,25177.4,0,0
103296.94,657,0.291,4.8,29,1,6,9,93607.33,0,1
52803.55,671,0.167,0.6,44,2,7,9,98487.95,1,1
41417.43,687,0.182,0.5,64,1,5,9,12473.86,0,0
36072.95,735,0.336,7.5,63,0,8,10,20051.34,0,1
42140.53,644,0.323,5.3,57,1,4,1,99077.92,0,1
40372.8,691,0.262,0.9,54,1,7,2,32879.14,0,0
53380.89,676,0.352,1.5,26,1,2,1,82881.25,0,0
53118.84,606,0.473,6.9,42,2,5,2,12043.59,0,1
49095.52,671,0.153,4.2,24,0,2,6,74581.89,0,0
60990.24,669,0.074,4.4,60,3,4,2,71632.52,1,1
88904.95,667,0.368,1.2,33,1,11,8,94076.23,0,0
78808.57,683,0.178,5.0,58,1,4,5,74228.09,0,1
23331.3,686,0.357,7.4,60,3,6,2,8932.96,0,1
20000.0,645,0.388,10.8,64,2,7,10,47793.01,1,0
78210.56,782,0.309,6.7,57,0,5,9,38049.61,0,1
24749.5,586,0.171,4.3,47,1,4,7,59219.0,0,0
43810.0,622,0.03,5.6,49,1,7,9,45690.64,0,1
27308.23,850,0.104,3.3,35,1,6,6,31680.1,0,1
20000.0,597,0.128,1.3,27,2,8,3,67799.26,0,0
64262.49,572,0.335,10.7,25,1,5,1,34557.91,1,0
71652.09,739,0.524,3.8,27,0,4,1,85812.45,0,0
36744.54,514,0.132,4.5,67,1,4,2,35684.41,0,0
20000.0,661,0.295,23.1,27,0,6,2,53956.76,0,0
37304.82,850,0.213,21.0,56,1,6,10,83472.06,0,1
59629.28,556,0.146,4.4,28,1,11,3,83174.47,0,0
23401.24,521,0.396,0.2,69,1,5,9,60678.75,0,0
53727.48,560,0.46,2.5,37,1,3,7,41092.48,1,1
48646.98,752,0.303,13.8,39,0,6,1,58004.25,0,0
65489.54,770,0.373,1.7,39,3,9,3,85719.94,1,0
52041.16,639,0.297,30.0,60,1,2,6,25784.22,0,1
30135.69,735,0.253,0.4,29,1,4,6,16636.09,0,1
89168.73,791,0.493,4.2,61,3,2,3,60293.06,0,0
45285.18,823,0.114,3.6,52,2,3,6,59534.08,0,0
48356.1,660,0.121,1.5,29,0,5,1,32849.08,0,0
30741.41,496,0.029,14.8,21,1,2,7,46273.78,0,0
39275.61,614,0.332,4.8,58,1,6,3,13410.2,0,0
31495.46,646,0.371,1.3,29,0,5,8,17422.23,0,1
44959.93,659,0.273,2.4,64,0,5,3,83691.53,0,0
115364.76,665,0.321,6.4,25,1,2,10,49124.95,1,1
24687.43,770,0.15,1.8,50,1,5,9,14482.24,1,1
21877.62,782,0.2,10.6,54,2,5,3,96377.5,0,0
102291.84,666,0.222,0.9,52,0,7,8,24944.44,1,0
44149.56,768,0.121,1.5,34,3,5,8,35106.32,1,1
35082.71,709,0.125,0.8,64,2,4,9,97390.83,0,1
82450.41,685,0.297,0.6,58,2,3,5,22184.16,0,1
36213.68,753,0.14,1.8,45,0,5,7,97028.92,0,0
122149.97,686,0.354,30.0,49,2,5,2,73612.78,0,0
68800.27,845,0.494,0.5,47,1,7,8,45557.67,0,0
38408.89,565,0.217,1.2,67,1,4,7,61518.27,0,1
144156.4,639,0.27,1.6,65,1,5,6,53249.75,0,1
36211.88,670,0.08,4.8,30,2,4,2,81450.09,1,1
71043.5,715,0.112,6.8,32,0,7,8,10970.07,0,1
56933.9,781,0.088,7.0,69,1,4,3,82272.24,0,0
93983.14,678,0.293,0.0,30,2,7,10,97209.0,0,0
107018.35,566,0.379,5.3,68,1,5,2,45809.43,0,0
49811.55,747,0.145,5.0,52,0,4,5,23183.22,0,0
33633.94,740,0.446,3.6,21,0,7,7,15336.87,0,1
61696.72,525,0.496,2.4,35,1,3,9,37941.78,0,0
34931.43,680,0.239,8.0,43,1,0,8,17412.16,0,1
134147.29,553,0.29,2.1,61,0,8,1,26822.6,1,0
52484.21,627,0.25,1.3,35,0,5,7,67171.43,0,1
40836.81,608,0.277,1.9,34,2,4,7,44498.93,1,1
53762.97,745,0.039,2.9,66,0,4,10,90596.94,0,1
24995.14,689,0.236,1.2,22,3,5,3,49070.79,0,0
30157.62,577,0.019,4.7,47,1,4,3,19639.51,0,1
89340.21,750,0.431,10.8,44,2,6,8,18170.94,0,1
35296.99,565,0.422,4.5,21,0,10,8,70846.26,0,0
29043.34,706,0.218,3.0,23,3,6,5,65221.08,0,1
64108.12,615,0.53,8.0,38,0,5,10,72247.72,0,0
88685.54,651,0.601,6.9,25,0,2,7,37181.96,1,1
70226.19,720,0.205,2.3,43,0,5,5,91927.95,0,0
80662.08,722,0.393,4.6,50,0,8,7,15807.39,0,0
33577.2,787,0.509,6.5,54,1,6,7,8120.61,0,1
24078.98,673,0.175,1.4,46,2,4,6,75503.92,1,1
103846.26,705,0.081,2.3,38,0,6,6,69322.11,1,0
41716.84,645,0.293,0.6,25,2,7,8,51888.25,0,1
43242.69,695,0.306,22.0,31,2,6,3,9150.84,0,1
95234.45,715,0.303,0.4,40,3,5,9,15849.04,0,0
64738.74,672,0.184,0.9,66,0,9,7,23553.34,0,1
61570.85,536,0.206,3.3,29,0,4,6,65678.71,0,0
144712.05,707,0.05,10.0,39,0,6,10,67989.5,1,1
35533.84,709,0.273,2.2,56,1,5,7,69306.86,0,1
77957.58,626,0.538,7.3,55,1,5,1,81289.65,0,0
50438.32,577,0.364,5.6,68,1,3,7,7355.62,0,1
56066.63,798,0.071,5.1,28,0,6,8,66109.89,0,1
105264.78,719,0.155,9.3,19,1,10,7,28898.49,0,1
63191.05,662,0.18,0.1,35,1,6,1,59248.57,1,1
64160.82,589,0.437,13.2,26,1,5,7,75098.19,0,0
83805.48,614,0.626,8.8,47,0,5,8,73404.47,0,1
40844.34,784,0.109,13.9,65,1,9,5,32350.59,0,1
32221.69,691,0.347,7.9,54,1,7,3,38754.25,0,0
29073.88,636,0.385,10.5,25,2,5,6,92143.81,0,1
20000.0,721,0.047,1.1,24,3,7,7,85644.28,0,1
137050.34,615,0.149,1.9,65,2,6,6,29415.63,0,1
28237.21,800,0.5,1.9,43,0,5,4,60768.58,0,0
43886.99,788,0.03,0.6,66,0,6,1,15191.27,0,0
42684.59,643,0.103,6.5,56,3,5,1,67117.45,0,0
57165.36,630,0.614,0.7,70,2,6,3,64028.27,0,0
73708.15,471,0.315,0.3,63,2,3,7,30072.15,1,1
75375.44,561,0.149,7.5,40,2,8,7,45074.78,0,1
36624.08,573,0.192,11.8,57,0,3,7,79319.12,1,1
45091.05,691,0.368,7.2,43,2,3,1,29266.61,1,0
56460.13,654,0.487,8.7,30,0,4,9,77994.81,0,1
43289.03,572,0.477,4.5,31,1,6,6,35056.64,0,1
109499.23,658,0.09,10.9,39,1,4,3,84758.68,0,1
62660.56,720,0.256,3.4,24,1,5,5,7897.87,1,1
70787.58,722,0.161,22.3,27,1,6,5,29524.06,0,1
68284.67,528,0.144,0.5,44,1,3,7,21874.27,0,1
88144.86,670,0.251,8.3,68,1,5,8,89604.06,1,1
53664.7,569,0.358,5.1,48,1,6,6,45709.38,1,1
25631.67,752,0.124,4.3,39,0,6,2,56832.07,0,1
59864.8,743,0.134,6.5,31,1,8,7,27997.3,0,1
35394.85,608,0.229,9.2,28,2,8,7,17193.77,1,1
37635.07,619,0.514,9.9,52,1,4,7,61833.02,0,1
65721.54,643,0.304,1.0,62,1,5,2,31913.44,1,1
91047.95,500,0.116,1.1,39,1,4,1,93241.37,1,0
49544.96,707,0.499,0.1,47,0,6,6,50253.23,0,1
57206.14,658,0.234,0.7,55,1,4,6,18125.18,0,0
114818.45,758,0.268,1.5,21,0,6,10,7260.15,0,0
55291.62,592,0.297,6.4,36,1,4,10,27066.61,0,0
180023.3,630,0.147,3.2,56,1,5,10,35392.69,0,1
65039.81,559,0.115,7.1,54,0,4,8,24661.92,0,1
20325.24,600,0.029,3.3,21,1,5,6,39732.14,0,0
71444.11,585,0.022,4.1,30,2,3,8,88501.63,0,1
59312.73,760,0.373,0.6,53,1,6,5,9555.49,0,0
93421.46,624,0.211,7.5,32,3,8,5,81116.72,0,1
68637.25,690,0.004,7.1,60,3,3,3,45450.19,0,1
45741.99,650,0.622,1.8,20,2,4,8,91109.65,1,1
26578.31,578,0.377,2.0,28,2,8,5,68369.77,0,0
44156.19,667,0.203,1.2,33,1,3,4,20667.09,1,0
32039.98,728,0.582,8.4,66,1,5,2,96152.46,0,0
36670.88,583,0.364,6.9,59,3,2,1,19697.89,1,0
65794.35,745,0.241,4.7,64,1,4,9,36947.86,0,1
112978.44,612,0.061,1.4,41,0,3,4,97986.49,1,0
59714.84,641,0.228,0.9,61,0,6,7,25125.36,1,1
26958.62,722,0.248,0.3,62,2,2,9,64962.44,0,1
61224.42,627,0.165,0.2,39,1,3,8,97863.44,0,0
89171.41,683,0.288,1.0,70,0,1,8,70447.35,0,0
36138.3,655,0.42,0.5,62,2,12,1,67962.42,0,0
45843.62,690,0.227,4.1,69,1,6,2,64046.85,0,0
49382.14,490,0.064,2.2,63,1,6,9,57768.35,0,0
33108.68,534,0.128,2.9,58,0,5,6,95169.64,0,1
67787.98,729,0.644,4.5,67,0,3,10,56656.9,0,0
46144.17,763,0.049,5.4,40,0,6,7,68013.08,0,1
60461.75,607,0.277,5.2,59,1,3,7,75189.59,0,0
31453.13,660,0.222,1.5,29,2,3,5,55132.46,0,1
39390.14,704,0.367,8.3,56,2,8,8,89333.46,0,1
70346.67,735,0.251,12.5,59,0,5,8,7165.8,0,1
40683.73,518,0.225,1.9,55,2,6,8,42550.48,0,0
116248.09,609,0.46,0.1,62,0,7,2,63579.81,0,0
40142.14,653,0.36,11.5,39,0,4,10,6802.36,1,1
54849.17,736,0.246,12.9,46,2,7,9,94005.28,1,1
78142.97,850,0.279,0.3,19,0,4,9,83506.1,0,0
24120.49,662,0.546,0.0,26,2,4,5,25808.42,0,1
20324.77,567,0.267,8.5,51,0,4,6,36518.42,1,1
22860.64,712,0.477,1.8,47,0,3,2,69329.27,0,0
92160.97,786,0.485,12.3,28,1,5,9,37396.61,0,1
37200.26,689,0.13,1.2,31,0,5,5,86392.2,1,0
176151.49,607,0.127,9.9,36,0,9,5,28605.12,1,1
36970.52,757,0.327,0.4,55,1,6,9,82737.51,0,0
53759.5,733,0.501,1.5,50,1,4,2,49137.03,0,0
105985.22,598,0.163,18.1,22,2,7,2,48070.44,0,1
133658.92,711,0.354,1.3,58,2,5,8,21001.53,0,1
137413.76,760,0.361,0.7,32,1,6,6,98420.27,0,0
89696.15,775,0.027,9.7,53,0,2,7,37758.94,0,1
81799.9,675,0.384,0.6,24,1,4,7,24439.01,0,0
65924.37,651,0.169,0.5,70,2,7,8,8081.96,0,0
72343.47,778,0.272,2.0,22,0,6,9,51883.52,0,1
37212.77,583,0.052,5.0,57,1,2,8,8064.62,0,0
32561.98,715,0.173,6.2,46,2,2,8,48259.28,1,1
48938.16,570,0.252,10.7,22,1,5,2,90751.21,0,0
45022.05,765,0.3,3.9,19,1,3,5,52307.21,0,1
39080.78,659,0.198,2.5,37,0,9,2,9114.51,0,0
69438.29,781,0.238,2.2,60,2,1,2,30115.19,0,0
79035.52,719,0.358,9.4,20,0,3,7,9630.92,0,1
51236.29,582,0.293,6.4,55,2,8,9,88793.34,0,1
102617.63,794,0.105,11.8,52,0,0,8,27810.27,1,1
27699.11,804,0.087,16.6,32,2,6,9,11180.34,0,1
